Source,Target,Type,Id,Label,timeset,Weight,source_label,target_label,source modularity,target modularity,,,,,3,0,5,4,1,2,
315,430,Directed,11380,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 1.0]>",information_technology,packaging_services,5,0,,,,,,,,,,,
155,277,Directed,11381,,<[2011.0]>,"<[2011.0, 1.0]>",data_mining,guides,1,3,,,,,,,,,,,
32,480,Directed,11382,,<[2011.0]>,"<[2011.0, 1.0]>",artificial_intelligence,publishing,5,3,,,,,,,,,,,
188,332,Directed,11383,,<[2010.0]>,"<[2010.0, 1.0]>",edtech,knowledge_management,1,5,,,,,,,,,,,
373,515,Directed,11384,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 2.0]; [2012.0, 1.0]>",media_and_entertainment,search_engine,3,3,,,,,,,,,,,
183,424,Directed,11385,,<[2011.0]>,"<[2011.0, 2.0]>",e-commerce,organic_food,4,4,,,,,,,,,,,
127,590,Directed,11386,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 2.0]>",content,travel,3,4,,,,,,,,,,,
315,342,Directed,11387,,<[2011.0]>,"<[2011.0, 4.0]>",information_technology,legal_tech,5,5,,,,,,,,,,,
315,317,Directed,11388,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 7.0]; [2011.0, 9.0]; [2012.0, 9.0]>",information_technology,innovation_management,5,0,,,,,,,,,,,
42,298,Directed,11389,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 2.0]; [2012.0, 10.0]>",b2b,human_resources,3,1,,,,,,,,,,,
65,639,Directed,11390,,<[2012.0]>,"<[2012.0, 1.0]>",building_material,windows,0,0,,,,,,,,,,,
101,315,Directed,11391,,<[2011.0]>,"<[2011.0, 1.0]>",collection_agency,information_technology,1,5,,,,,,,,,,,
281,282,Directed,11392,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 1.0]>",health_diagnostics,health_insurance,2,2,,,,,,,,,,,
158,548,Directed,11393,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 2.0]>",database,social_media,5,3,,,,,,,,,,,
196,515,Directed,11394,,<[2010.0]>,"<[2010.0, 2.0]>",electronics,search_engine,0,3,,,,,,,,,,,
295,308,Directed,11395,,<[2010.0]>,"<[2010.0, 1.0]>",hotel,industrial,4,0,,,,,,,,,,,
127,405,Directed,11396,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 5.0]; [2012.0, 6.0]>",content,news,3,3,,,,,,,,,,,
66,589,Directed,11397,,<[2011.0]>,"<[2011.0, 2.0]>",business_development,transportation,5,0,,,,,,,,,,,
220,503,Directed,11398,,<[2012.0]>,"<[2012.0, 1.0]>",facebook,retail_technology,3,4,,,,,,,,,,,
442,443,Directed,11399,,"<[2011.0, 2012.0]>","<[2011.0, 4.0]; [2012.0, 1.0]>",pet,pharmaceutical,4,2,,,,,,,,,,,
346,602,Directed,11400,,<[2011.0]>,"<[2011.0, 1.0]>",life_science,venture_capital,2,1,,,,,,,,,,,
364,368,Directed,11401,,<[2012.0]>,"<[2012.0, 1.0]>",mapping_services,marketing,5,3,,,,,,,,,,,
441,549,Directed,11402,,<[2012.0]>,"<[2012.0, 1.0]>",personalization,social_media_advertising,3,3,,,,,,,,,,,
116,586,Directed,11403,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",construction,training,0,5,,,,,,,,,,,
169,280,Directed,11404,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 4.0]; [2012.0, 10.0]>",dietary_supplements,health_care,2,2,,,,,,,,,,,
15,375,Directed,11405,,<[2011.0]>,"<[2011.0, 1.0]>",agriculture,medical_device,0,2,,,,,,,,,,,
221,496,Directed,11406,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",facilities_support_services,rental_property,0,0,,,,,,,,,,,
348,403,Directed,11407,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 2.0]>",lighting,network_security,0,5,,,,,,,,,,,
144,435,Directed,11408,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 2.0]; [2012.0, 3.0]>",credit_cards,payments,1,1,,,,,,,,,,,
470,585,Directed,11409,,<[2011.0]>,"<[2011.0, 1.0]>",professional_networking,trading_platform,3,0,,,,,,,,,,,
500,533,Directed,11410,,<[2012.0]>,"<[2012.0, 1.0]>",resorts,skiing,4,4,,,,,,,,,,,
525,590,Directed,11411,,"<[2011.0, 2012.0]>","<[2011.0, 5.0]; [2012.0, 1.0]>",service_industry,travel,0,4,,,,,,,,,,,
170,368,Directed,11412,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 2.0]>",digital_entertainment,marketing,3,3,,,,,,,,,,,
323,618,Directed,11413,,<[2012.0]>,"<[2012.0, 2.0]>",internet,virtual_world,3,3,,,,,,,,,,,
82,499,Directed,11414,,<[2011.0]>,"<[2011.0, 1.0]>",child_care,residential,4,0,,,,,,,,,,,
12,298,Directed,11415,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 1.0]; [2012.0, 2.0]>",advice,human_resources,5,1,,,,,,,,,,,
121,540,Directed,11416,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 2.0]>",consumer_goods,snack_food,0,4,,,,,,,,,,,
346,643,Directed,11417,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",life_science,wireless,2,3,,,,,,,,,,,
143,341,Directed,11418,,<[2012.0]>,"<[2012.0, 1.0]>",credit_bureau,legal,1,5,,,,,,,,,,,
381,455,Directed,11419,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 5.0]; [2012.0, 9.0]>",mineral,precious_metals,0,0,,,,,,,,,,,
218,602,Directed,11420,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 1.0]>",events,venture_capital,3,1,,,,,,,,,,,
127,502,Directed,11421,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 1.0]>",content,retail,3,4,,,,,,,,,,,
363,396,Directed,11422,,<[2011.0]>,"<[2011.0, 2.0]>",manufacturing,musical_instruments,0,4,,,,,,,,,,,
0,378,Directed,11423,,<[2012.0]>,"<[2012.0, 1.0]>",3d_printing,messaging,0,3,,,,,,,,,,,
218,455,Directed,11424,,<[2011.0]>,"<[2011.0, 1.0]>",events,precious_metals,3,0,,,,,,,,,,,
369,428,Directed,11425,,<[2012.0]>,"<[2012.0, 2.0]>",marketing_automation,outsourcing,3,5,,,,,,,,,,,
455,564,Directed,11426,,<[2012.0]>,"<[2012.0, 1.0]>",precious_metals,stock_exchanges,0,1,,,,,,,,,,,
111,315,Directed,11427,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 60.0]; [2011.0, 59.0]; [2012.0, 58.0]>",computer,information_technology,5,5,,,,,,,,,,,
471,480,Directed,11428,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 2.0]>",professional_services,publishing,5,3,,,,,,,,,,,
13,366,Directed,11429,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",aerospace,marine_transportation,0,0,,,,,,,,,,,
58,385,Directed,11430,,<[2011.0]>,"<[2011.0, 1.0]>",blockchain,mobile,1,3,,,,,,,,,,,
324,508,Directed,11431,,<[2010.0]>,"<[2010.0, 1.0]>",internet_of_things,robotics,3,5,,,,,,,,,,,
117,272,Directed,11432,,<[2012.0]>,"<[2012.0, 1.0]>",consulting,graphic_design,5,3,,,,,,,,,,,
33,357,Directed,11433,,<[2012.0]>,"<[2012.0, 1.0]>",asset_management,logistics,0,0,,,,,,,,,,,
548,643,Directed,11434,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",social_media,wireless,3,3,,,,,,,,,,,
272,368,Directed,11435,,<[2011.0]>,"<[2011.0, 1.0]>",graphic_design,marketing,3,3,,,,,,,,,,,
165,301,Directed,11436,,<[2012.0]>,"<[2012.0, 2.0]>",developer_apis,identity_management,3,5,,,,,,,,,,,
295,488,Directed,11437,,<[2012.0]>,"<[2012.0, 1.0]>",hotel,recreation,4,4,,,,,,,,,,,
55,597,Directed,11438,,<[2011.0]>,"<[2011.0, 1.0]>",biopharma,universities,2,2,,,,,,,,,,,
314,637,Directed,11439,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",information_services,wholesale,5,0,,,,,,,,,,,
109,552,Directed,11440,,<[2011.0]>,"<[2011.0, 2.0]>",communities,social_network,3,3,,,,,,,,,,,
171,594,Directed,11441,,<[2010.0]>,"<[2010.0, 1.0]>",digital_marketing,tv,3,3,,,,,,,,,,,
444,556,Directed,11442,,"<[2011.0, 2012.0]>","<[2011.0, 5.0]; [2012.0, 2.0]>",photo_editing,software,3,5,,,,,,,,,,,
42,343,Directed,11443,,"<[2011.0, 2012.0]>","<[2011.0, 3.0]; [2012.0, 5.0]>",b2b,leisure,3,4,,,,,,,,,,,
477,608,Directed,11444,,<[2012.0]>,"<[2012.0, 1.0]>",public_relations,video_conferencing,3,3,,,,,,,,,,,
347,515,Directed,11445,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 1.0]>",lifestyle,search_engine,4,3,,,,,,,,,,,
197,632,Directed,11446,,<[2012.0]>,"<[2012.0, 1.0]>",email,web_development,3,3,,,,,,,,,,,
20,117,Directed,11447,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 15.0]; [2011.0, 27.0]; [2012.0, 21.0]>",analytics,consulting,5,5,,,,,,,,,,,
269,398,Directed,11448,,<[2010.0]>,"<[2010.0, 1.0]>",govtech,national_security,5,0,,,,,,,,,,,
388,502,Directed,11449,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 3.0]>",mobile_devices,retail,3,4,,,,,,,,,,,
368,472,Directed,11450,,<[2012.0]>,"<[2012.0, 1.0]>",marketing,project_management,3,0,,,,,,,,,,,
61,343,Directed,11451,,<[2011.0]>,"<[2011.0, 1.0]>",brewing,leisure,4,4,,,,,,,,,,,
205,443,Directed,11452,,<[2010.0]>,"<[2010.0, 1.0]>",energy,pharmaceutical,0,2,,,,,,,,,,,
357,521,Directed,11453,,<[2010.0]>,"<[2010.0, 2.0]>",logistics,semiconductor,0,0,,,,,,,,,,,
238,502,Directed,11454,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 18.0]; [2011.0, 7.0]; [2012.0, 14.0]>",financial_services,retail,1,4,,,,,,,,,,,
182,422,Directed,11455,,<[2010.0]>,"<[2010.0, 1.0]>",dsp,optical_communication,3,3,,,,,,,,,,,
233,235,Directed,11456,,"<[2010.0, 2011.0]>","<[2010.0, 3.0]; [2011.0, 3.0]>",film,film_production,3,3,,,,,,,,,,,
238,567,Directed,11457,,<[2010.0]>,"<[2010.0, 1.0]>",financial_services,sustainability,1,0,,,,,,,,,,,
117,589,Directed,11458,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 7.0]; [2012.0, 6.0]>",consulting,transportation,5,0,,,,,,,,,,,
4,172,Directed,11459,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 5.0]; [2012.0, 1.0]>",ad_network,digital_media,3,3,,,,,,,,,,,
281,311,Directed,11460,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",health_diagnostics,industrial_engineering,2,0,,,,,,,,,,,
84,268,Directed,11461,,<[2010.0]>,"<[2010.0, 1.0]>",civictech,government,0,5,,,,,,,,,,,
67,110,Directed,11462,,<[2011.0]>,"<[2011.0, 1.0]>",business_information_systems,compliance,5,5,,,,,,,,,,,
197,264,Directed,11463,,<[2012.0]>,"<[2012.0, 1.0]>",email,gift,3,3,,,,,,,,,,,
137,315,Directed,11464,,<[2011.0]>,"<[2011.0, 1.0]>",coupons,information_technology,4,5,,,,,,,,,,,
102,117,Directed,11465,,<[2012.0]>,"<[2012.0, 1.0]>",college_recruiting,consulting,3,5,,,,,,,,,,,
241,556,Directed,11466,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 2.0]; [2012.0, 7.0]>",flash_storage,software,5,5,,,,,,,,,,,
403,548,Directed,11467,,<[2010.0]>,"<[2010.0, 1.0]>",network_security,social_media,5,3,,,,,,,,,,,
171,378,Directed,11468,,<[2010.0]>,"<[2010.0, 1.0]>",digital_marketing,messaging,3,3,,,,,,,,,,,
348,566,Directed,11469,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 7.0]; [2011.0, 1.0]; [2012.0, 8.0]>",lighting,supply_chain_management,0,0,,,,,,,,,,,
49,358,Directed,11470,,<[2012.0]>,"<[2012.0, 1.0]>",big_data,loyalty_programs,5,3,,,,,,,,,,,
405,477,Directed,11471,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 2.0]>",news,public_relations,3,3,,,,,,,,,,,
8,363,Directed,11472,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 11.0]; [2011.0, 16.0]; [2012.0, 12.0]>",advanced_materials,manufacturing,0,0,,,,,,,,,,,
158,279,Directed,11473,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 1.0]; [2012.0, 3.0]>",database,hardware,5,5,,,,,,,,,,,
155,632,Directed,11474,,<[2011.0]>,"<[2011.0, 1.0]>",data_mining,web_development,1,3,,,,,,,,,,,
10,250,Directed,11475,,<[2012.0]>,"<[2012.0, 1.0]>",advertising,fraud_detection,3,5,,,,,,,,,,,
236,477,Directed,11476,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 2.0]; [2012.0, 2.0]>",finance,public_relations,1,3,,,,,,,,,,,
315,406,Directed,11477,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",information_technology,nfc,5,5,,,,,,,,,,,
259,324,Directed,11478,,<[2010.0]>,"<[2010.0, 2.0]>",gambling,internet_of_things,3,3,,,,,,,,,,,
33,46,Directed,11479,,"<[2010.0, 2012.0]>","<[2010.0, 7.0]; [2012.0, 1.0]>",asset_management,banking,0,1,,,,,,,,,,,
42,197,Directed,11480,,<[2012.0]>,"<[2012.0, 1.0]>",b2b,email,3,3,,,,,,,,,,,
56,89,Directed,11481,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 11.0]; [2012.0, 7.0]>",biotechnology,clinical_trials,2,2,,,,,,,,,,,
145,640,Directed,11482,,<[2012.0]>,"<[2012.0, 1.0]>",crm,wine_and_spirits,5,4,,,,,,,,,,,
277,330,Directed,11483,,<[2011.0]>,"<[2011.0, 1.0]>",guides,jewelry,3,4,,,,,,,,,,,
483,487,Directed,11484,,<[2010.0]>,"<[2010.0, 1.0]>",quantum_computing,real_time,5,3,,,,,,,,,,,
261,393,Directed,11485,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",gaming,music,3,3,,,,,,,,,,,
166,419,Directed,11486,,<[2011.0]>,"<[2011.0, 1.0]>",developer_platform,online_portals,5,3,,,,,,,,,,,
398,625,Directed,11487,,<[2010.0]>,"<[2010.0, 1.0]>",national_security,water,0,0,,,,,,,,,,,
530,603,Directed,11488,,<[2011.0]>,"<[2011.0, 1.0]>",shopping,vertical_search,4,3,,,,,,,,,,,
134,204,Directed,11489,,<[2012.0]>,"<[2012.0, 1.0]>",corporate_training,employment,1,1,,,,,,,,,,,
189,444,Directed,11490,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 2.0]>",education,photo_editing,1,3,,,,,,,,,,,
171,366,Directed,11491,,<[2010.0]>,"<[2010.0, 1.0]>",digital_marketing,marine_transportation,3,0,,,,,,,,,,,
165,643,Directed,11492,,"<[2010.0, 2011.0]>","<[2010.0, 6.0]; [2011.0, 1.0]>",developer_apis,wireless,3,3,,,,,,,,,,,
267,363,Directed,11493,,<[2012.0]>,"<[2012.0, 1.0]>",golf,manufacturing,4,0,,,,,,,,,,,
212,334,Directed,11494,,<[2011.0]>,"<[2011.0, 1.0]>",enterprise_software,language_learning,5,5,,,,,,,,,,,
27,419,Directed,11495,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 1.0]>",apps,online_portals,3,3,,,,,,,,,,,
197,630,Directed,11496,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 1.0]; [2012.0, 1.0]>",email,web_browsers,3,3,,,,,,,,,,,
91,127,Directed,11497,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",cloud_data_services,content,5,3,,,,,,,,,,,
359,517,Directed,11498,,<[2010.0]>,"<[2010.0, 1.0]>",machine_learning,security,5,5,,,,,,,,,,,
117,315,Directed,11499,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 166.0]; [2011.0, 177.0]; [2012.0, 193.0]>",consulting,information_technology,5,5,,,,,,,,,,,
323,582,Directed,11500,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 3.0]; [2012.0, 5.0]>",internet,tourism,3,4,,,,,,,,,,,
144,370,Directed,11501,,<[2010.0]>,"<[2010.0, 2.0]>",credit_cards,marketplace,1,4,,,,,,,,,,,
556,587,Directed,11502,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 4.0]; [2012.0, 2.0]>",software,transaction_processing,5,1,,,,,,,,,,,
91,129,Directed,11503,,<[2012.0]>,"<[2012.0, 1.0]>",cloud_data_services,content_delivery_network,5,3,,,,,,,,,,,
12,212,Directed,11504,,"<[2010.0, 2011.0]>","<[2010.0, 2.0]; [2011.0, 1.0]>",advice,enterprise_software,5,5,,,,,,,,,,,
103,348,Directed,11505,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 2.0]>",commercial,lighting,0,0,,,,,,,,,,,
117,578,Directed,11506,,<[2012.0]>,"<[2012.0, 1.0]>",consulting,therapeutics,5,2,,,,,,,,,,,
10,632,Directed,11507,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 6.0]; [2011.0, 11.0]; [2012.0, 14.0]>",advertising,web_development,3,3,,,,,,,,,,,
75,76,Directed,11508,,<[2010.0]>,"<[2010.0, 1.0]>",casino,casual_games,3,3,,,,,,,,,,,
238,254,Directed,11509,,<[2012.0]>,"<[2012.0, 1.0]>",financial_services,fuel,1,0,,,,,,,,,,,
40,280,Directed,11510,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",automotive,health_care,0,2,,,,,,,,,,,
159,324,Directed,11511,,<[2011.0]>,"<[2011.0, 2.0]>",dating,internet_of_things,3,3,,,,,,,,,,,
110,602,Directed,11512,,<[2010.0]>,"<[2010.0, 1.0]>",compliance,venture_capital,5,1,,,,,,,,,,,
136,378,Directed,11513,,<[2010.0]>,"<[2010.0, 1.0]>",cosmetics,messaging,4,3,,,,,,,,,,,
118,496,Directed,11514,,<[2010.0]>,"<[2010.0, 1.0]>",consumer,rental_property,4,0,,,,,,,,,,,
213,285,Directed,11515,,<[2010.0]>,"<[2010.0, 2.0]>",environmental_consulting,home_and_garden,0,4,,,,,,,,,,,
287,585,Directed,11516,,<[2010.0]>,"<[2010.0, 1.0]>",home_health_care,trading_platform,2,0,,,,,,,,,,,
83,644,Directed,11517,,<[2010.0]>,"<[2010.0, 1.0]>",children,women's,4,4,,,,,,,,,,,
401,517,Directed,11518,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 2.0]>",navigation,security,5,5,,,,,,,,,,,
40,154,Directed,11519,,<[2011.0]>,"<[2011.0, 1.0]>",automotive,data_integration,0,5,,,,,,,,,,,
187,212,Directed,11520,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 1.0]; [2012.0, 5.0]>",ediscovery,enterprise_software,5,5,,,,,,,,,,,
100,590,Directed,11521,,<[2010.0]>,"<[2010.0, 1.0]>",collectibles,travel,4,4,,,,,,,,,,,
260,418,Directed,11522,,<[2010.0]>,"<[2010.0, 1.0]>",gamification,online_games,3,3,,,,,,,,,,,
90,170,Directed,11523,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",cloud_computing,digital_entertainment,5,3,,,,,,,,,,,
107,373,Directed,11524,,<[2010.0]>,"<[2010.0, 1.0]>",communication_hardware,media_and_entertainment,3,3,,,,,,,,,,,
183,487,Directed,11525,,<[2012.0]>,"<[2012.0, 1.0]>",e-commerce,real_time,4,3,,,,,,,,,,,
314,480,Directed,11526,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 10.0]; [2011.0, 9.0]; [2012.0, 9.0]>",information_services,publishing,5,3,,,,,,,,,,,
121,562,Directed,11527,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 2.0]>",consumer_goods,sports,0,3,,,,,,,,,,,
205,309,Directed,11528,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 1.0]>",energy,industrial_automation,0,0,,,,,,,,,,,
46,361,Directed,11529,,<[2010.0]>,"<[2010.0, 1.0]>",banking,management_consulting,1,5,,,,,,,,,,,
315,616,Directed,11530,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 4.0]; [2011.0, 2.0]; [2012.0, 5.0]>",information_technology,virtual_reality,5,5,,,,,,,,,,,
167,386,Directed,11531,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 1.0]>",developer_tools,mobile_advertising,3,3,,,,,,,,,,,
212,342,Directed,11532,,<[2012.0]>,"<[2012.0, 2.0]>",enterprise_software,legal_tech,5,5,,,,,,,,,,,
183,484,Directed,11533,,<[2012.0]>,"<[2012.0, 1.0]>",e-commerce,railroad,4,0,,,,,,,,,,,
238,366,Directed,11534,,<[2010.0]>,"<[2010.0, 1.0]>",financial_services,marine_transportation,1,0,,,,,,,,,,,
330,631,Directed,11535,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",jewelry,web_design,4,3,,,,,,,,,,,
199,455,Directed,11536,,<[2011.0]>,"<[2011.0, 1.0]>",embedded_software,precious_metals,5,0,,,,,,,,,,,
142,556,Directed,11537,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 3.0]>",credit,software,1,5,,,,,,,,,,,
121,430,Directed,11538,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 5.0]; [2012.0, 2.0]>",consumer_goods,packaging_services,0,0,,,,,,,,,,,
150,368,Directed,11539,,<[2012.0]>,"<[2012.0, 1.0]>",cyber_security,marketing,5,3,,,,,,,,,,,
301,315,Directed,11540,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 2.0]; [2012.0, 1.0]>",identity_management,information_technology,5,5,,,,,,,,,,,
399,556,Directed,11541,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 1.0]>",natural_language_processing,software,3,5,,,,,,,,,,,
103,344,Directed,11542,,<[2012.0]>,"<[2012.0, 1.0]>",commercial,lending,0,1,,,,,,,,,,,
4,59,Directed,11543,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 6.0]; [2011.0, 8.0]; [2012.0, 6.0]>",ad_network,blogging_platforms,3,3,,,,,,,,,,,
389,590,Directed,11544,,<[2011.0]>,"<[2011.0, 1.0]>",mobile_payments,travel,1,4,,,,,,,,,,,
443,517,Directed,11545,,<[2011.0]>,"<[2011.0, 1.0]>",pharmaceutical,security,2,5,,,,,,,,,,,
316,590,Directed,11546,,<[2010.0]>,"<[2010.0, 1.0]>",infrastructure,travel,0,4,,,,,,,,,,,
201,375,Directed,11547,,<[2010.0]>,"<[2010.0, 2.0]>",emergency_medicine,medical_device,2,2,,,,,,,,,,,
566,643,Directed,11548,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 7.0]; [2011.0, 1.0]; [2012.0, 8.0]>",supply_chain_management,wireless,0,3,,,,,,,,,,,
115,610,Directed,11549,,<[2012.0]>,"<[2012.0, 1.0]>",console_games,video_games,3,3,,,,,,,,,,,
121,602,Directed,11550,,"<[2011.0, 2012.0]>","<[2011.0, 3.0]; [2012.0, 3.0]>",consumer_goods,venture_capital,0,1,,,,,,,,,,,
268,633,Directed,11551,,<[2010.0]>,"<[2010.0, 1.0]>",government,web_hosting,5,5,,,,,,,,,,,
64,120,Directed,11552,,<[2010.0]>,"<[2010.0, 1.0]>",building_maintenance,consumer_electronics,0,0,,,,,,,,,,,
212,576,Directed,11553,,<[2010.0]>,"<[2010.0, 1.0]>",enterprise_software,textiles,5,4,,,,,,,,,,,
238,590,Directed,11554,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 2.0]>",financial_services,travel,1,4,,,,,,,,,,,
111,514,Directed,11555,,<[2012.0]>,"<[2012.0, 1.0]>",computer,scheduling,5,5,,,,,,,,,,,
9,590,Directed,11556,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 3.0]>",adventure_travel,travel,4,4,,,,,,,,,,,
29,517,Directed,11557,,<[2011.0]>,"<[2011.0, 2.0]>",architecture,security,5,5,,,,,,,,,,,
67,315,Directed,11558,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 3.0]; [2012.0, 9.0]>",business_information_systems,information_technology,5,5,,,,,,,,,,,
56,490,Directed,11559,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",biotechnology,recruiting,2,1,,,,,,,,,,,
111,532,Directed,11560,,<[2011.0]>,"<[2011.0, 1.0]>",computer,simulation,5,5,,,,,,,,,,,
63,323,Directed,11561,,<[2010.0]>,"<[2010.0, 1.0]>",browser_extensions,internet,3,3,,,,,,,,,,,
14,385,Directed,11562,,<[2012.0]>,"<[2012.0, 1.0]>",affiliate_marketing,mobile,3,3,,,,,,,,,,,
312,626,Directed,11563,,<[2012.0]>,"<[2012.0, 1.0]>",industrial_manufacturing,water_purification,0,0,,,,,,,,,,,
188,460,Directed,11564,,<[2012.0]>,"<[2012.0, 1.0]>",edtech,printing,1,3,,,,,,,,,,,
189,387,Directed,11565,,<[2012.0]>,"<[2012.0, 1.0]>",education,mobile_apps,1,3,,,,,,,,,,,
227,363,Directed,11566,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 15.0]; [2011.0, 36.0]; [2012.0, 19.0]>",fashion,manufacturing,4,0,,,,,,,,,,,
388,622,Directed,11567,,<[2011.0]>,"<[2011.0, 1.0]>",mobile_devices,voip,3,3,,,,,,,,,,,
120,246,Directed,11568,,<[2010.0]>,"<[2010.0, 1.0]>",consumer_electronics,food_processing,0,4,,,,,,,,,,,
62,571,Directed,11569,,<[2011.0]>,"<[2011.0, 1.0]>",broadcasting,technical_support,3,0,,,,,,,,,,,
152,525,Directed,11570,,<[2011.0]>,"<[2011.0, 1.0]>",data_center,service_industry,5,0,,,,,,,,,,,
27,397,Directed,11571,,<[2010.0]>,"<[2010.0, 1.0]>",apps,nanotechnology,3,0,,,,,,,,,,,
