Source,Target,Type,Id,Label,timeset,Weight,source_label,target_label,source modularity,target modularity,,,,,3,0,5,4,1,2,
87,430,Directed,11190,,<[2011.0]>,"<[2011.0, 1.0]>",clean_energy,packaging_services,0,0,,,,,,,,,,,
232,477,Directed,11191,,<[2012.0]>,"<[2012.0, 1.0]>",file_sharing,public_relations,5,3,,,,,,,,,,,
171,183,Directed,11192,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 2.0]; [2012.0, 5.0]>",digital_marketing,e-commerce,3,4,,,,,,,,,,,
393,630,Directed,11193,,<[2012.0]>,"<[2012.0, 1.0]>",music,web_browsers,3,3,,,,,,,,,,,
372,494,Directed,11194,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 3.0]>",mechanical_engineering,renewable_energy,0,0,,,,,,,,,,,
125,180,Directed,11195,,<[2010.0]>,"<[2010.0, 1.0]>",consumer_software,drm,5,3,,,,,,,,,,,
244,509,Directed,11196,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 2.0]>",food_and_beverage,saas,4,5,,,,,,,,,,,
238,462,Directed,11197,,<[2012.0]>,"<[2012.0, 1.0]>",financial_services,private_cloud,1,5,,,,,,,,,,,
388,632,Directed,11198,,<[2010.0]>,"<[2010.0, 2.0]>",mobile_devices,web_development,3,3,,,,,,,,,,,
237,525,Directed,11199,,<[2012.0]>,"<[2012.0, 1.0]>",financial_exchanges,service_industry,1,0,,,,,,,,,,,
252,573,Directed,11200,,<[2012.0]>,"<[2012.0, 1.0]>",freight_service,telecommunications,0,3,,,,,,,,,,,
632,633,Directed,11201,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 4.0]; [2011.0, 8.0]; [2012.0, 4.0]>",web_development,web_hosting,3,5,,,,,,,,,,,
40,318,Directed,11202,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 11.0]; [2012.0, 2.0]>",automotive,insurance,0,1,,,,,,,,,,,
80,363,Directed,11203,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 69.0]; [2011.0, 103.0]; [2012.0, 103.0]>",chemical,manufacturing,0,0,,,,,,,,,,,
517,619,Directed,11204,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 4.0]; [2011.0, 3.0]; [2012.0, 9.0]>",security,virtualization,5,5,,,,,,,,,,,
108,156,Directed,11205,,<[2010.0]>,"<[2010.0, 1.0]>",communications_infrastructure,data_storage,3,5,,,,,,,,,,,
525,566,Directed,11206,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 6.0]; [2012.0, 3.0]>",service_industry,supply_chain_management,0,0,,,,,,,,,,,
298,318,Directed,11207,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 10.0]; [2012.0, 32.0]>",human_resources,insurance,1,1,,,,,,,,,,,
341,508,Directed,11208,,<[2010.0]>,"<[2010.0, 1.0]>",legal,robotics,5,5,,,,,,,,,,,
245,485,Directed,11209,,<[2012.0]>,"<[2012.0, 1.0]>",food_delivery,real_estate,4,1,,,,,,,,,,,
182,374,Directed,11210,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 1.0]>",dsp,medical,3,2,,,,,,,,,,,
338,435,Directed,11211,,<[2011.0]>,"<[2011.0, 1.0]>",lead_generation,payments,3,1,,,,,,,,,,,
60,551,Directed,11212,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 5.0]; [2012.0, 4.0]>",brand_marketing,social_media_marketing,3,3,,,,,,,,,,,
55,56,Directed,11213,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 32.0]; [2011.0, 28.0]; [2012.0, 31.0]>",biopharma,biotechnology,2,2,,,,,,,,,,,
435,563,Directed,11214,,<[2011.0]>,"<[2011.0, 1.0]>",payments,staffing_agency,1,1,,,,,,,,,,,
103,624,Directed,11215,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 10.0]; [2011.0, 10.0]; [2012.0, 4.0]>",commercial,waste_management,0,0,,,,,,,,,,,
576,644,Directed,11216,,"<[2010.0, 2011.0]>","<[2010.0, 2.0]; [2011.0, 2.0]>",textiles,women's,4,4,,,,,,,,,,,
126,470,Directed,11217,,<[2011.0]>,"<[2011.0, 1.0]>",contact_management,professional_networking,3,3,,,,,,,,,,,
118,219,Directed,11218,,<[2012.0]>,"<[2012.0, 1.0]>",consumer,eyewear,4,2,,,,,,,,,,,
75,259,Directed,11219,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 4.0]; [2012.0, 9.0]>",casino,gambling,3,3,,,,,,,,,,,
315,320,Directed,11220,,<[2010.0]>,"<[2010.0, 4.0]>",information_technology,intellectual_property,5,5,,,,,,,,,,,
480,584,Directed,11221,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",publishing,trade_shows,3,3,,,,,,,,,,,
43,342,Directed,11222,,<[2011.0]>,"<[2011.0, 1.0]>",b2c,legal_tech,4,5,,,,,,,,,,,
589,623,Directed,11223,,<[2010.0]>,"<[2010.0, 1.0]>",transportation,warehousing,0,0,,,,,,,,,,,
429,589,Directed,11224,,<[2010.0]>,"<[2010.0, 1.0]>",paas,transportation,3,0,,,,,,,,,,,
117,131,Directed,11225,,<[2012.0]>,"<[2012.0, 2.0]>",consulting,content_marketing,5,3,,,,,,,,,,,
70,90,Directed,11226,,<[2012.0]>,"<[2012.0, 1.0]>",cad,cloud_computing,5,5,,,,,,,,,,,
66,236,Directed,11227,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 6.0]; [2011.0, 7.0]; [2012.0, 10.0]>",business_development,finance,5,1,,,,,,,,,,,
298,590,Directed,11228,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",human_resources,travel,1,4,,,,,,,,,,,
32,490,Directed,11229,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 1.0]>",artificial_intelligence,recruiting,5,1,,,,,,,,,,,
451,501,Directed,11230,,<[2011.0]>,"<[2011.0, 1.0]>",point_of_sale,restaurants,1,4,,,,,,,,,,,
525,575,Directed,11231,,<[2012.0]>,"<[2012.0, 2.0]>",service_industry,text_analytics,0,5,,,,,,,,,,,
415,416,Directed,11232,,<[2010.0]>,"<[2010.0, 1.0]>",oil_and_gas,online_auctions,0,4,,,,,,,,,,,
509,511,Directed,11233,,<[2012.0]>,"<[2012.0, 1.0]>",saas,sales_automation,5,5,,,,,,,,,,,
56,487,Directed,11234,,<[2011.0]>,"<[2011.0, 2.0]>",biotechnology,real_time,2,3,,,,,,,,,,,
120,495,Directed,11235,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 1.0]>",consumer_electronics,rental,0,0,,,,,,,,,,,
382,574,Directed,11236,,"<[2010.0, 2012.0]>","<[2010.0, 4.0]; [2012.0, 1.0]>",mining,test_and_measurement,0,0,,,,,,,,,,,
110,626,Directed,11237,,<[2010.0]>,"<[2010.0, 1.0]>",compliance,water_purification,5,0,,,,,,,,,,,
323,339,Directed,11238,,<[2012.0]>,"<[2012.0, 1.0]>",internet,lead_management,3,3,,,,,,,,,,,
146,471,Directed,11239,,<[2011.0]>,"<[2011.0, 1.0]>",crowdfunding,professional_services,1,5,,,,,,,,,,,
314,624,Directed,11240,,<[2011.0]>,"<[2011.0, 1.0]>",information_services,waste_management,5,0,,,,,,,,,,,
563,589,Directed,11241,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",staffing_agency,transportation,1,0,,,,,,,,,,,
382,567,Directed,11242,,<[2011.0]>,"<[2011.0, 1.0]>",mining,sustainability,0,0,,,,,,,,,,,
149,414,Directed,11243,,<[2011.0]>,"<[2011.0, 1.0]>",customer_service,office_administration,1,5,,,,,,,,,,,
372,415,Directed,11244,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 3.0]; [2012.0, 4.0]>",mechanical_engineering,oil_and_gas,0,0,,,,,,,,,,,
540,637,Directed,11245,,<[2012.0]>,"<[2012.0, 1.0]>",snack_food,wholesale,4,0,,,,,,,,,,,
106,499,Directed,11246,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",commercial_real_estate,residential,1,0,,,,,,,,,,,
329,632,Directed,11247,,<[2010.0]>,"<[2010.0, 1.0]>",it_management,web_development,5,3,,,,,,,,,,,
66,602,Directed,11248,,"<[2010.0, 2011.0]>","<[2010.0, 2.0]; [2011.0, 1.0]>",business_development,venture_capital,5,1,,,,,,,,,,,
189,574,Directed,11249,,<[2010.0]>,"<[2010.0, 2.0]>",education,test_and_measurement,1,0,,,,,,,,,,,
294,385,Directed,11250,,<[2012.0]>,"<[2012.0, 1.0]>",hospitality,mobile,4,3,,,,,,,,,,,
309,574,Directed,11251,,<[2012.0]>,"<[2012.0, 1.0]>",industrial_automation,test_and_measurement,0,0,,,,,,,,,,,
155,236,Directed,11252,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 3.0]; [2012.0, 2.0]>",data_mining,finance,1,1,,,,,,,,,,,
478,495,Directed,11253,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 1.0]>",public_safety,rental,0,0,,,,,,,,,,,
4,385,Directed,11254,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 4.0]; [2011.0, 12.0]; [2012.0, 9.0]>",ad_network,mobile,3,3,,,,,,,,,,,
244,428,Directed,11255,,<[2011.0]>,"<[2011.0, 1.0]>",food_and_beverage,outsourcing,4,5,,,,,,,,,,,
66,332,Directed,11256,,<[2010.0]>,"<[2010.0, 1.0]>",business_development,knowledge_management,5,5,,,,,,,,,,,
298,373,Directed,11257,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",human_resources,media_and_entertainment,1,3,,,,,,,,,,,
126,145,Directed,11258,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",contact_management,crm,3,5,,,,,,,,,,,
165,170,Directed,11259,,<[2010.0]>,"<[2010.0, 1.0]>",developer_apis,digital_entertainment,3,3,,,,,,,,,,,
261,373,Directed,11260,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 6.0]; [2011.0, 3.0]; [2012.0, 4.0]>",gaming,media_and_entertainment,3,3,,,,,,,,,,,
0,631,Directed,11261,,<[2010.0]>,"<[2010.0, 1.0]>",3d_printing,web_design,0,3,,,,,,,,,,,
573,636,Directed,11262,,<[2012.0]>,"<[2012.0, 1.0]>",telecommunications,wellness,3,2,,,,,,,,,,,
18,109,Directed,11263,,<[2012.0]>,"<[2012.0, 1.0]>",alternative_medicine,communities,2,3,,,,,,,,,,,
246,580,Directed,11264,,<[2012.0]>,"<[2012.0, 3.0]>",food_processing,tobacco,4,4,,,,,,,,,,,
263,428,Directed,11265,,<[2011.0]>,"<[2011.0, 1.0]>",geospatial,outsourcing,5,5,,,,,,,,,,,
189,436,Directed,11266,,<[2011.0]>,"<[2011.0, 1.0]>",education,pc_games,1,3,,,,,,,,,,,
185,293,Directed,11267,,<[2011.0]>,"<[2011.0, 1.0]>",e-learning,hospital,1,2,,,,,,,,,,,
239,589,Directed,11268,,<[2012.0]>,"<[2012.0, 1.0]>",fintech,transportation,1,0,,,,,,,,,,,
117,587,Directed,11269,,"<[2010.0, 2011.0]>","<[2010.0, 3.0]; [2011.0, 2.0]>",consulting,transaction_processing,5,1,,,,,,,,,,,
239,303,Directed,11270,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",fintech,impact_investing,1,1,,,,,,,,,,,
228,566,Directed,11271,,<[2011.0]>,"<[2011.0, 1.0]>",fast-moving_consumer_goods,supply_chain_management,4,0,,,,,,,,,,,
15,397,Directed,11272,,<[2011.0]>,"<[2011.0, 1.0]>",agriculture,nanotechnology,0,0,,,,,,,,,,,
375,597,Directed,11273,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 1.0]>",medical_device,universities,2,2,,,,,,,,,,,
236,316,Directed,11274,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 1.0]; [2012.0, 1.0]>",finance,infrastructure,1,0,,,,,,,,,,,
238,375,Directed,11275,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 1.0]; [2012.0, 1.0]>",financial_services,medical_device,1,2,,,,,,,,,,,
238,420,Directed,11276,,<[2012.0]>,"<[2012.0, 1.0]>",financial_services,open_source,1,5,,,,,,,,,,,
154,435,Directed,11277,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",data_integration,payments,5,1,,,,,,,,,,,
172,306,Directed,11278,,<[2012.0]>,"<[2012.0, 1.0]>",digital_media,independent_music,3,3,,,,,,,,,,,
48,509,Directed,11279,,<[2012.0]>,"<[2012.0, 2.0]>",beauty,saas,4,5,,,,,,,,,,,
88,455,Directed,11280,,<[2011.0]>,"<[2011.0, 2.0]>",cleantech,precious_metals,0,0,,,,,,,,,,,
316,612,Directed,11281,,<[2010.0]>,"<[2010.0, 1.0]>",infrastructure,video_streaming,0,3,,,,,,,,,,,
387,602,Directed,11282,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",mobile_apps,venture_capital,3,1,,,,,,,,,,,
214,315,Directed,11283,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 2.0]; [2012.0, 2.0]>",environmental_engineering,information_technology,0,5,,,,,,,,,,,
66,281,Directed,11284,,<[2011.0]>,"<[2011.0, 1.0]>",business_development,health_diagnostics,5,2,,,,,,,,,,,
59,358,Directed,11285,,<[2011.0]>,"<[2011.0, 1.0]>",blogging_platforms,loyalty_programs,3,3,,,,,,,,,,,
149,633,Directed,11286,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 2.0]>",customer_service,web_hosting,1,5,,,,,,,,,,,
150,522,Directed,11287,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",cyber_security,sensor,5,0,,,,,,,,,,,
187,571,Directed,11288,,<[2011.0]>,"<[2011.0, 1.0]>",ediscovery,technical_support,5,0,,,,,,,,,,,
480,525,Directed,11289,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 1.0]>",publishing,service_industry,3,0,,,,,,,,,,,
150,398,Directed,11290,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 2.0]; [2012.0, 6.0]>",cyber_security,national_security,5,0,,,,,,,,,,,
387,439,Directed,11291,,<[2011.0]>,"<[2011.0, 1.0]>",mobile_apps,personal_finance,3,1,,,,,,,,,,,
223,477,Directed,11292,,<[2010.0]>,"<[2010.0, 1.0]>",family,public_relations,4,3,,,,,,,,,,,
319,517,Directed,11293,,<[2011.0]>,"<[2011.0, 2.0]>",insurtech,security,5,5,,,,,,,,,,,
62,317,Directed,11294,,<[2011.0]>,"<[2011.0, 2.0]>",broadcasting,innovation_management,3,0,,,,,,,,,,,
21,606,Directed,11295,,<[2011.0]>,"<[2011.0, 1.0]>",android,video_advertising,3,3,,,,,,,,,,,
316,632,Directed,11296,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",infrastructure,web_development,0,3,,,,,,,,,,,
305,420,Directed,11297,,<[2010.0]>,"<[2010.0, 1.0]>",incubators,open_source,3,5,,,,,,,,,,,
314,590,Directed,11298,,"<[2010.0, 2012.0]>","<[2010.0, 3.0]; [2012.0, 3.0]>",information_services,travel,5,4,,,,,,,,,,,
353,525,Directed,11299,,<[2012.0]>,"<[2012.0, 1.0]>",local_advertising,service_industry,3,0,,,,,,,,,,,
108,502,Directed,11300,,<[2011.0]>,"<[2011.0, 1.0]>",communications_infrastructure,retail,3,4,,,,,,,,,,,
102,460,Directed,11301,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 3.0]>",college_recruiting,printing,3,3,,,,,,,,,,,
60,128,Directed,11302,,<[2011.0]>,"<[2011.0, 1.0]>",brand_marketing,content_creators,3,3,,,,,,,,,,,
158,501,Directed,11303,,<[2012.0]>,"<[2012.0, 1.0]>",database,restaurants,5,4,,,,,,,,,,,
90,608,Directed,11304,,<[2011.0]>,"<[2011.0, 3.0]>",cloud_computing,video_conferencing,5,3,,,,,,,,,,,
87,410,Directed,11305,,<[2012.0]>,"<[2012.0, 1.0]>",clean_energy,nuclear,0,0,,,,,,,,,,,
350,472,Directed,11306,,<[2010.0]>,"<[2010.0, 1.0]>",linux,project_management,5,0,,,,,,,,,,,
144,419,Directed,11307,,<[2010.0]>,"<[2010.0, 1.0]>",credit_cards,online_portals,1,3,,,,,,,,,,,
261,384,Directed,11308,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",gaming,mmo_games,3,3,,,,,,,,,,,
368,418,Directed,11309,,<[2010.0]>,"<[2010.0, 2.0]>",marketing,online_games,3,3,,,,,,,,,,,
323,607,Directed,11310,,<[2010.0]>,"<[2010.0, 1.0]>",internet,video_chat,3,3,,,,,,,,,,,
15,80,Directed,11311,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 9.0]; [2011.0, 5.0]; [2012.0, 17.0]>",agriculture,chemical,0,0,,,,,,,,,,,
212,421,Directed,11312,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 2.0]; [2012.0, 2.0]>",enterprise_software,operating_systems,5,5,,,,,,,,,,,
41,401,Directed,11313,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",autonomous_vehicles,navigation,0,5,,,,,,,,,,,
10,605,Directed,11314,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 14.0]; [2011.0, 19.0]; [2012.0, 26.0]>",advertising,video,3,3,,,,,,,,,,,
109,374,Directed,11315,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 2.0]>",communities,medical,3,2,,,,,,,,,,,
65,312,Directed,11316,,<[2012.0]>,"<[2012.0, 2.0]>",building_material,industrial_manufacturing,0,0,,,,,,,,,,,
410,415,Directed,11317,,<[2010.0]>,"<[2010.0, 1.0]>",nuclear,oil_and_gas,0,0,,,,,,,,,,,
368,636,Directed,11318,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 1.0]>",marketing,wellness,3,2,,,,,,,,,,,
323,363,Directed,11319,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 18.0]; [2011.0, 12.0]; [2012.0, 11.0]>",internet,manufacturing,3,0,,,,,,,,,,,
67,142,Directed,11320,,<[2011.0]>,"<[2011.0, 1.0]>",business_information_systems,credit,5,1,,,,,,,,,,,
61,244,Directed,11321,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 10.0]; [2012.0, 2.0]>",brewing,food_and_beverage,4,4,,,,,,,,,,,
183,577,Directed,11322,,<[2011.0]>,"<[2011.0, 3.0]>",e-commerce,theatre,4,3,,,,,,,,,,,
113,218,Directed,11323,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 2.0]>",concerts,events,3,3,,,,,,,,,,,
550,551,Directed,11324,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 2.0]>",social_media_management,social_media_marketing,3,3,,,,,,,,,,,
149,308,Directed,11325,,<[2010.0]>,"<[2010.0, 2.0]>",customer_service,industrial,1,0,,,,,,,,,,,
117,510,Directed,11326,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",consulting,sales,5,0,,,,,,,,,,,
367,556,Directed,11327,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 7.0]; [2011.0, 13.0]; [2012.0, 6.0]>",market_research,software,3,5,,,,,,,,,,,
341,631,Directed,11328,,<[2012.0]>,"<[2012.0, 1.0]>",legal,web_design,5,3,,,,,,,,,,,
237,360,Directed,11329,,<[2012.0]>,"<[2012.0, 1.0]>",financial_exchanges,machinery_manufacturing,1,0,,,,,,,,,,,
60,326,Directed,11330,,<[2011.0]>,"<[2011.0, 2.0]>",brand_marketing,ios,3,3,,,,,,,,,,,
230,465,Directed,11331,,<[2011.0]>,"<[2011.0, 1.0]>",field-programmable_gate_array_(fpga),product_design,5,0,,,,,,,,,,,
120,398,Directed,11332,,<[2011.0]>,"<[2011.0, 1.0]>",consumer_electronics,national_security,0,0,,,,,,,,,,,
235,418,Directed,11333,,<[2010.0]>,"<[2010.0, 1.0]>",film_production,online_games,3,3,,,,,,,,,,,
352,548,Directed,11334,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 2.0]>",local,social_media,3,3,,,,,,,,,,,
551,631,Directed,11335,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 3.0]; [2012.0, 5.0]>",social_media_marketing,web_design,3,3,,,,,,,,,,,
22,502,Directed,11336,,<[2010.0]>,"<[2010.0, 3.0]>",angel_investment,retail,1,4,,,,,,,,,,,
90,388,Directed,11337,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 1.0]>",cloud_computing,mobile_devices,5,3,,,,,,,,,,,
227,324,Directed,11338,,<[2012.0]>,"<[2012.0, 2.0]>",fashion,internet_of_things,4,3,,,,,,,,,,,
378,389,Directed,11339,,<[2010.0]>,"<[2010.0, 2.0]>",messaging,mobile_payments,3,1,,,,,,,,,,,
525,610,Directed,11340,,<[2012.0]>,"<[2012.0, 1.0]>",service_industry,video_games,0,3,,,,,,,,,,,
415,495,Directed,11341,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 1.0]>",oil_and_gas,rental,0,0,,,,,,,,,,,
133,193,Directed,11342,,<[2011.0]>,"<[2011.0, 1.0]>",cooking,electrical_distribution,0,0,,,,,,,,,,,
213,222,Directed,11343,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",environmental_consulting,facility_management,0,0,,,,,,,,,,,
236,627,Directed,11344,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 1.0]; [2012.0, 4.0]>",finance,wealth_management,1,1,,,,,,,,,,,
148,435,Directed,11345,,<[2011.0]>,"<[2011.0, 1.0]>",cryptocurrency,payments,1,1,,,,,,,,,,,
60,228,Directed,11346,,<[2011.0]>,"<[2011.0, 2.0]>",brand_marketing,fast-moving_consumer_goods,3,4,,,,,,,,,,,
15,55,Directed,11347,,<[2012.0]>,"<[2012.0, 1.0]>",agriculture,biopharma,0,2,,,,,,,,,,,
66,485,Directed,11348,,<[2011.0]>,"<[2011.0, 1.0]>",business_development,real_estate,5,1,,,,,,,,,,,
116,207,Directed,11349,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 1.0]>",construction,energy_management,0,0,,,,,,,,,,,
183,517,Directed,11350,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 8.0]; [2012.0, 3.0]>",e-commerce,security,4,5,,,,,,,,,,,
48,189,Directed,11351,,<[2012.0]>,"<[2012.0, 1.0]>",beauty,education,4,1,,,,,,,,,,,
120,309,Directed,11352,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 3.0]; [2012.0, 1.0]>",consumer_electronics,industrial_automation,0,0,,,,,,,,,,,
162,378,Directed,11353,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",delivery,messaging,4,3,,,,,,,,,,,
298,589,Directed,11354,,<[2012.0]>,"<[2012.0, 1.0]>",human_resources,transportation,1,0,,,,,,,,,,,
378,539,Directed,11355,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 4.0]; [2011.0, 4.0]; [2012.0, 5.0]>",messaging,sms,3,3,,,,,,,,,,,
74,315,Directed,11356,,"<[2010.0, 2011.0]>","<[2010.0, 2.0]; [2011.0, 2.0]>",career_planning,information_technology,5,5,,,,,,,,,,,
196,335,Directed,11357,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 4.0]>",electronics,laser,0,0,,,,,,,,,,,
212,314,Directed,11358,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 28.0]; [2011.0, 35.0]; [2012.0, 34.0]>",enterprise_software,information_services,5,5,,,,,,,,,,,
301,406,Directed,11359,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 2.0]; [2012.0, 1.0]>",identity_management,nfc,5,5,,,,,,,,,,,
183,635,Directed,11360,,<[2011.0]>,"<[2011.0, 2.0]>",e-commerce,wedding,4,3,,,,,,,,,,,
8,206,Directed,11361,,<[2011.0]>,"<[2011.0, 1.0]>",advanced_materials,energy_efficiency,0,0,,,,,,,,,,,
65,116,Directed,11362,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 37.0]; [2011.0, 30.0]; [2012.0, 54.0]>",building_material,construction,0,0,,,,,,,,,,,
283,509,Directed,11363,,<[2011.0]>,"<[2011.0, 1.0]>",hedge_funds,saas,1,5,,,,,,,,,,,
70,357,Directed,11364,,<[2012.0]>,"<[2012.0, 1.0]>",cad,logistics,5,0,,,,,,,,,,,
109,445,Directed,11365,,<[2010.0]>,"<[2010.0, 1.0]>",communities,photo_sharing,3,3,,,,,,,,,,,
212,485,Directed,11366,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 4.0]; [2012.0, 3.0]>",enterprise_software,real_estate,5,1,,,,,,,,,,,
212,386,Directed,11367,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",enterprise_software,mobile_advertising,5,3,,,,,,,,,,,
167,323,Directed,11368,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 1.0]; [2012.0, 3.0]>",developer_tools,internet,3,3,,,,,,,,,,,
196,465,Directed,11369,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 6.0]; [2011.0, 12.0]; [2012.0, 15.0]>",electronics,product_design,0,0,,,,,,,,,,,
294,413,Directed,11370,,<[2010.0]>,"<[2010.0, 1.0]>",hospitality,nutrition,4,2,,,,,,,,,,,
374,379,Directed,11371,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 2.0]>",medical,mhealth,2,2,,,,,,,,,,,
142,303,Directed,11372,,<[2012.0]>,"<[2012.0, 1.0]>",credit,impact_investing,1,1,,,,,,,,,,,
64,360,Directed,11373,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 5.0]>",building_maintenance,machinery_manufacturing,0,0,,,,,,,,,,,
107,150,Directed,11374,,<[2012.0]>,"<[2012.0, 1.0]>",communication_hardware,cyber_security,3,5,,,,,,,,,,,
385,554,Directed,11375,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",mobile,social_recruiting,3,5,,,,,,,,,,,
116,166,Directed,11376,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 1.0]>",construction,developer_platform,0,5,,,,,,,,,,,
158,326,Directed,11377,,<[2012.0]>,"<[2012.0, 1.0]>",database,ios,5,3,,,,,,,,,,,
46,521,Directed,11378,,<[2011.0]>,"<[2011.0, 1.0]>",banking,semiconductor,1,0,,,,,,,,,,,
314,317,Directed,11379,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 6.0]; [2012.0, 4.0]>",information_services,innovation_management,5,0,,,,,,,,,,,
